p
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
"(:Crime {CrimeDateTime: 5/17/2014 1:25:00 AM,CrimeCode: 8A,Inside_Outside: I,CCNumber: 24D05392,Total_Incidents: 1,Weapon: FIRE_INCENDIARY_DEVICE,Location: 3900 CLARINTH RD,Name: ARSON})-[:COMMITTED_IN]->(:Location {Neighborhood: HOMELAND})"
